FIPS,row
40039,30175922
40031,30177057
40043,30193357
40037,30194094
40045,30194845
40059,30197246
40053,30197851
40041,30198228
40071,30200451
40065,30200533
40073,30201463
40047,30202605
40049,30202654
40061,30202669
40063,30202674
40057,30203122
40067,30203147
40069,30203157
40051,30207257
40055,30207267
40081,30207829
40075,30209907
40077,30209942
40079,30209951
40087,30215990
40089,30216021
40083,30221811
40085,30221819
40103,30235964
40105,30239086
40107,30239116
40099,30243811
40095,30244140
40097,30244163
40101,30244876
40091,30244917
40093,30244921
40109,30334175
40115,30338416
40119,30340490
40117,30344076
40111,30345344
40123,30347457
40113,30351501
40121,30356110
40125,30367097
40127,30369343
40129,30369362
40133,30370113
40139,30376491
40131,30377170
40135,30377181
40141,30377236
40137,30379923
40143,30464978
40151,30483748
41001,30486065
40149,30488625
40153,30489805
40145,30490415
40147,30491018
41003,30494240
41005,30539739
41007,30562566
41013,30570280
41009,30571754
41015,30577143
41011,30578370
41017,30617918
41021,30635431
41023,30635438
41025,30645229
41027,30645233
41019,30646473
41031,30676707
41029,30679377
41037,30689431
41033,30693978
41035,30695320
41039,30736866
41041,30740276
41045,30767924
41043,30773770
41049,30796456
41047,30814529
41051,30913007
41061,30914332
41063,30914345
41055,30919095
41057,30926007
41059,30926047
41065,30926074
41053,30927005
41069,30988097
41067,31001522
41071,31006795
42001,31016772
42005,31085553
42009,31087756
42003,31088072
42007,31110850
42013,31125100
42015,31125592
42011,31130026
42021,31164144
42019,31169327
42017,31169518
42023,31169524
42025,31174086
42027,31177060
42037,31200083
42039,31204698
42033,31206056
42035,31206080
42029,31206331
42031,31206353
42041,31210561
42043,31247221
42053,31273055
42045,31280945
42067,31283512
42061,31284419
42059,31285878
42047,31285936
42057,31286996
42065,31288300
42051,31289738
42055,31289758
42049,31290018
42063,31294098
42069,31305578
42071,31334525
42073,31337190
42075,31337683
42077,31337726
42081,31366562
42083,31367233
42079,31376288
42085,31378083
42087,31378124
42089,31416548
42093,31455174
42091,31464445
42097,31483121
42095,31486205
42099,31499302
42101,31649414
42105,31650109
42103,31652792
42119,31662639
42109,31665374
42107,31665603
42123,31679089
42117,31681271
42121,31684598
42127,31685322
42111,31685773
42113,31685779
42115,31685799
42125,31691977
42131,31693456
42129,31694809
42133,31737022
44001,31741605
44005,31764712
44003,31766945
45001,31795021
45005,31813023
44007,31822132
44009,31826595
45003,31827052
45011,31847222
45009,31859908
45007,31863569
45013,31896276
45017,31900556
45015,31902214
45033,31926536
45025,31926860
45027,31926877
45029,31927163
45021,31927487
45023,31927492
45031,31931685
45019,31932938
45037,31934770
45039,31944984
45035,31948076
45041,31948268
45043,31956179
45047,31972718
45049,31972773
45045,31974370
45061,31998996
45059,32004569
45053,32009723
45051,32009996
45057,32012155
45055,32014064
45063,32021765
45065,32032670
45071,32034066
45073,32039254
45075,32039349
45077,32044818
46025,32078078
45081,32086751
45079,32093582
46073,32103708
46077,32103712
46033,32106808
46035,32106826
46039,32110402
46043,32110414
46065,32110416
46097,32110503
46005,32117523
46021,32117527
46029,32117555
46089,32117600
45087,32121079
46083,32121549
45089,32121987
46099,32123876
46117,32124486
45091,32124898
46115,32126508
45083,32129080
45085,32129096
46103,32129134
46105,32129151
46111,32129158
46127,32130604
46135,32130625
47001,32140605
47007,32140661
47003,32142505
47005,32142518
47009,32144469
47015,32158711
47019,32163024
47017,32163077
47023,32163698
47011,32163715
47021,32163971
47013,32164000
47027,32167945
47025,32171310
47033,32176668
47031,32178667
47029,32179517
47035,32193582
47041,32245532
47039,32245990
47037,32246843
47043,32255638
47045,32255655
47047,32261863
47049,32261901
47051,32274132
47057,32274334
47055,32274665
47061,32280917
47053,32281095
47063,32281573
47059,32285053
47067,32296254
47065,32312820
47069,32314626
47071,32318354
47091,32328904
47083,32329014
47081,32329583
47079,32329854
47075,32330670
47085,32331551
47073,32332809
47077,32332835
47087,32334632
47089,32335656
47095,32359923
47097,32369297
47093,32369330
47103,32378534
47099,32380338
47101,32380373
47107,32387315
47111,32387532
47109,32387635
47105,32390403
47113,32400163
47115,32403511
47117,32404916
47121,32408567
47119,32409055
47123,32412037
47127,32417569
47125,32426454
47133,32426637
47135,32426650
47137,32430208
47129,32430639
47131,32432336
47139,32436892
47141,32437224
47143,32443952
47145,32444456
47147,32458608
47151,32465219
47153,32473738
47149,32477173
47155,32488642
47161,32618385
47157,32621513
47159,32621515
47163,32634893
47177,32635762
47171,32639262
47175,32639417
47173,32640241
47169,32642251
47167,32647623
47165,32648392
48003,32653857
47181,32659582
47179,32659881
47185,32669009
47183,32670283
48005,32672496
48007,32672510
48009,32673220
48001,32675164
47187,32675248
48013,32688334
48015,32688358
48017,32688360
48019,32688367
47189,32688373
48025,32705838
48021,32710571
48027,32742137
48031,32946822
48035,32949917
48029,32950181
48037,32950859
48047,32981718
48041,32989460
48039,32989644
48043,32994083
48049,32994739
48051,32994760
48057,33008487
48059,33012250
48055,33014051
48053,33014238
48063,33040403
48079,33048149
48081,33048155
48083,33048165
48061,33051989
48077,33055187
48069,33055610
48071,33058560
48073,33058614
48065,33059040
48067,33062081
48089,33146460
48103,33146825
48107,33155314
48109,33155328
48085,33158215
48097,33160569
48091,33164949
48093,33171152
48099,33172199
48119,33531230
48115,33533748
48117,33533749
48113,33535288
48137,33603738
48123,33606749
48127,33606759
48129,33606771
48131,33606790
48133,33606807
48121,33614186
48135,33616106
48139,33631292
48145,33654059
48149,33654866
48151,33654867
48153,33654871
48147,33659174
48141,33663168
48143,33663250
48165,33735351
48163,33735635
48161,33739090
48159,33739241
48157,33745920
48173,33799617
48175,33799620
48167,33801523
48169,33801525
48171,33801526
48177,33801653
48179,33801676
48181,33809697
48185,33813290
48183,33815364
48189,33819546
48193,33823215
48195,33823219
48199,33823247
48187,33836670
48205,34119255
48207,34119259
48201,34122784
48211,34132938
48203,34133010
48209,34134643
48213,34152163
48219,34265211
48235,34274485
48225,34275850
48217,34277435
48215,34277540
48237,34281283
48227,34281827
48229,34285369
48239,34285946
48231,34287425
48241,34289642
48243,34289655
48223,34292456
48233,34292615
48221,34296406
48261,34297942
48247,34303666
48249,34310617
48267,34316023
48275,34322582
48245,34322851
48271,34323488
48273,34325304
48253,34329651
48255,34329662
48265,34332907
48251,34336241
48259,34336415
48257,34336629
48285,34338315
48279,34349799
48281,34349828
48283,34349839
48301,34350041
48277,34351488
48295,34354288
48287,34357125
48289,34357758
48293,34359595
48291,34366097
48297,34368031
48299,34369391
48311,34381887
48327,34384152
48317,34390703
48313,34392117
48315,34392126
48303,34395823
48309,34402141
48333,34404003
48323,34406813
48335,34407447
48321,34407925
48331,34407964
48337,34408030
48325,34409245
48329,34409265
48351,34474232
48343,34476199
48341,34477107
48339,34477232
48353,34477856
48347,34480225
48349,34489487
48357,34499816
48365,34511204
48355,34517320
48363,34519587
48361,34521947
48369,34527287
48373,34531744
48367,34533113
48379,34538309
48377,34539610
48383,34540642
48375,34540754
48381,34548280
48385,34548827
48391,34553127
48387,34554830
48395,34558911
48437,34560015
48417,34563235
48419,34563251
48405,34563309
48399,34563970
48411,34564035
48413,34564038
48415,34564052
48401,34567999
48403,34568010
48397,34572889
48425,34575430
48409,34576133
48407,34581033
48423,34581052
48431,34581634
48429,34584680
48427,34585725
48443,34835003
48445,34850033
48447,34850034
48449,34863906
48439,34866236
48441,34866244
48451,34873868
48457,34978073
48461,34978903
48463,34981946
48453,34990426
48465,34993793
48459,34994917
48475,34999408
48477,34999447
48455,35000516
48467,35000540
48473,35000744
48471,35001470
48469,35005226
48481,35009432
48487,35009975
48489,35010007
48479,35013588
48485,35022547
48495,35066751
48493,35077550
48507,35081564
48505,35082337
48491,35083049
48499,35084423
48497,35085094
49001,35087782
48501,35088581
48503,35088589
49005,35102396
49003,35103570
49007,35108371
49023,35140800
49025,35143566
49011,35144620
49013,35146464
49029,35149403
49027,35149629
49021,35153268
49039,35301934
49035,35305000
49037,35305002
49041,35309147
49043,35333885
49045,35337452
49047,35343877
49049,35426434
49051,35433382
49053,35463022
50011,35506736
51011,35524975
51003,35529157
51005,35529161
51007,35529169
51009,35531083
49057,35531890
51021,35532152
51001,35533570
51025,35542225
51027,35542253
51029,35545063
51013,35545684
51023,35546538
51031,35547930
51015,35549312
51017,35549342
51019,35549374
51037,35554050
51035,35563250
51036,35563294
51033,35569568
51057,35601971
51051,35611099
51049,35611132
51043,35614991
51041,35615028
51053,35615987
51045,35616717
51047,35616753
51059,35748579
51063,35749222
51061,35751893
51065,35755703
51067,35755716
51081,35767449
51077,35778364
51071,35779442
51079,35782830
51083,35784958
51075,35787939
51069,35789742
51073,35789775
51085,35791558
51087,35831219
51097,35831494
51091,35834725
51089,35837884
51093,35839397
51095,35842741
51099,35843903
51103,35848102
51105,35848109
51101,35859668
51107,35895825
51133,35897926
51119,35899435
51113,35900592
51115,35900740
51117,35900777
51109,35901040
51111,35901052
51121,35905407
51131,35909866
51125,35909913
51127,35912117
51135,35912146
51137,35915780
51139,35929970
51141,35930007
51147,35931924
51145,35931973
51143,35932874
51149,35934009
51155,36027357
51159,36036672
51153,36039048
51157,36044754
51161,36044852
51163,36047986
51167,36048101
51165,36048255
51169,36051595
51175,36055789
51173,36057769
51171,36058740
51177,36085969
51179,36115414
51181,36115442
51185,36117144
51183,36117188
51191,36119188
51193,36121149
51195,36122680
51187,36123026
51515,36124582
51520,36126244
51197,36126824
51199,36127137
51510,36130662
51530,36133724
51540,36153630
51580,36167286
51550,36168413
51595,36179771
51620,36179791
51630,36187973
51570,36190816
51590,36195415
51690,36198033
51670,36204753
51680,36206811
51650,36209162
51700,36239482
51730,36274481
51710,36277476
51750,36288070
51740,36302798
51760,36318779
51775,36343339
51770,36347172
51790,36351725
51800,36355057
51820,36421217
53001,36421814
53003,36421913
51810,36424214
51830,36424227
51840,36425438
53005,36435004
53007,36435577
53009,36449771
53013,36488024
53011,36493047
53015,36515734
53019,36515741
53017,36517488
53021,36525818
53025,36529145
53027,36535717
53029,36536936
53031,36557693
53033,36692592
53035,36731061
53037,36738065
53041,36748070
53051,36756517
53045,36756968
53049,36758946
53047,36763078
53059,36890087
53053,36891273
53055,36891346
53057,36900777
53061,36993514
53063,37038679
53065,37038705
53069,37062969
53071,37062970
53067,37071980
53073,37090974
54001,37096018
54007,37101192
53077,37101258
54009,37103657
54005,37105097
54013,37109150
54015,37109161
54017,37109178
54011,37109241
54003,37109364
54019,37116703
54021,37116714
54023,37116726
54025,37130071
54035,37130096
54033,37131484
54027,37131501
54047,37132775
54031,37134088
54029,37134301
54053,37136165
54087,37136419
54089,37136424
54091,37136429
54059,37136832
54085,37137194
54043,37137754
54037,37139078
54103,37139612
54105,37139626
54045,37139892
54041,37140434
54049,37143306
54039,37143697
54065,37147902
54071,37148284
54075,37148819
54077,37148843
54067,37149396
54093,37149438
54095,37149451
54097,37149452
54063,37149955
54073,37149960
54069,37151055
54079,37151070
54051,37151145
54081,37151568
54083,37151586
54055,37151805
54057,37151809
54061,37154506
54099,37160919
54101,37160960
55007,37168104
54107,37171221
54109,37171228
55001,37174648
55005,37177136
55011,37178431
55003,37179683
55009,37183758
55013,37188555
55021,37189714
55015,37190756
55017,37191020
55019,37191745
55023,37195813
55025,37219751
55029,37226443
55033,37228958
55027,37229262
55031,37229699
55051,37232356
55037,37234745
55035,37236978
55039,37239407
55053,37239414
55043,37248747
55045,37248939
55047,37249812
55049,37249814
55057,37250981
55067,37256239
55055,37257894
55069,37263809
55061,37264968
55065,37265763
55063,37266877
55059,37266982
55077,37273659
55078,37273660
55071,37278125
55075,37290068
55073,37293535
55085,37377152
55099,37378648
55083,37387400
55079,37388975
55081,37391026
55091,37395312
55097,37401601
55095,37402782
55087,37409786
55089,37409812
55093,37410470
55103,37415000
55107,37415157
55105,37420525
55101,37427402
55115,37435152
55113,37436935
55123,37444737
55119,37447966
55109,37448144
55111,37448185
55117,37448234
55121,37450838
55125,37453450
55129,37454211
55131,37460091
55127,37462448
55133,37482305
55135,37482515
55137,37484752
56007,37485008
78020,37485816
55141,37486298
56001,37486318
56003,37486327
56011,37486378
56013,37486432
56017,37486433
56019,37486436
55139,37486736
56041,37487232
56043,37487234
56029,37487372
56035,37487378
56037,37487456
56039,37487479
78030,37487723
56021,37487760
78010,37487835
56025,37487875
56023,37487908
